Date,Open,High,Low,Close,Volume
1988-08-01,0.016176227024434053,0.01601767246817104,0.015855005763670327,0.01638037383458718,0.103725285459261
1988-08-02,0.016348317669631796,0.01696115500029327,0.014947774927205282,0.01621905113996963,0.12771565226178044
1988-08-03,0.016176227024434053,0.016682421824116833,0.015790206492607817,0.01720855715853825,0.1588130283943548
1988-08-04,0.01721950807499245,0.017518684608501922,0.01645982704134158,0.016079226235382438,0.11978342146923102
1988-08-05,0.015821310705759484,0.015084921988874234,0.014634554149461632,0.015240310149438496,0.08286739196335342
1988-08-08,0.015208241748319584,0.015663882466605827,0.014472554351742717,0.01398195269131236,0.11267641213917612
1988-08-09,0.013992868977017014,0.013230152010972718,0.009212755927190008,0.010228313574874914,0.15638788776988108
1988-08-10,0.01015316092160179,0.009252514439835047,0.0048601883391024,0.005291613042158527,0.15658998282192058
1988-08-11,0.0053024683219060065,0.005264178051999746,0.004114956220314436,0.006205824094414836,0.13305432988648994
1988-08-12,0.006141393411833285,0.005446454625125663,0.005227398249000481,0.00599070422351522,0.13638889824514128
1988-08-15,0.0059155050129549025,0.0050283076870024646,0.0023220835039866605,0.001839154866505377,0.09563306275051366
1988-08-16,0.0018176765851652954,0.005092632459565982,0.0010476416775816455,0.003850400682270272,0.1244568695476439
1988-08-17,0.0038504742745388842,0.004267101728006206,0.003024104228272595,0.004076253315162703,0.1301071103775809
1988-08-18,0.004054831310716489,0.005253479235302061,0.004557777700266719,0.0043559031243372015,0.1051146889420324
1988-08-19,0.004366716094834022,0.004728111477308616,0.003996167817097496,0.0035062209348208917,0.09042069453332884
1988-08-22,0.0034955256894733666,0.003055585908538494,0.000442820399910393,0.0,0.0903196470073091
1988-08-23,0.0,0.0,0.0,0.0001182926974426235,0.08803765704469668
1988-08-24,0.00018285793986777543,0.003505896841143108,0.0006048201976293632,0.0044634630597868985,0.09499309508572197
1988-08-25,0.0044205127729682325,0.003505896841143108,0.0011124420286859893,0.0023661572496722627,0.09485836505102899
1988-08-26,0.0023554497681612108,0.0024551945612838466,0.0025272936161658266,0.002903924660876578,0.06252315672471286
1988-08-29,0.002893222951157126,0.005039039739827833,0.0034021253571205334,0.005754085487050531,0.0709774664016976
1988-08-30,0.00574341436775716,0.005703756931779103,0.005400209265669309,0.005947706492385019,0.07892653844858365
1988-08-31,0.00593703745120211,0.006368474123730317,0.005054587232331653,0.004882904431969148,0.09724982316682945
1988-09-01,0.00487222396239656,0.003924011615271894,0.0004860317944124226,0.001473477329025752,0.1087102967429014
1988-09-02,0.0014627602664907813,0.007547827020849773,0.0019656837329966037,0.008066511168064838,0.12197278453299201
1988-09-06,0.007991334236885528,0.008662854073272552,0.008499923983954216,0.009260338687916092,0.0903196470073091
1988-09-07,0.009281970516241134,0.009777882197828491,0.009072345086073352,0.009561487362655718,0.10492101451716124
1988-09-08,0.009550857107739064,0.009306141467833984,0.009018355953918866,0.009572253466227976,0.11316480851493818
1988-09-09,0.009561623326862612,0.011150211556904766,0.007700703813053711,0.010604757215926852,0.10656303681498197
1988-09-12,0.010604904377421065,0.01048549436495344,0.01046560771695082,0.010206814709309786,0.08411364478426353
1988-09-13,0.010174692284302567,0.0102603228166539,0.009385565863816947,0.011239319534543546,0.12420425073259456
1988-09-14,0.011304003062037549,0.012447483018458938,0.011750860762305748,0.01326133037834587,0.1366078345515174
